git_commit,timestamp,mode,rx_size,value_size,clients,pipeline,threads,repetition,duration,rps,payload_gbps,avg_latency_ms,p50_latency_ms,p95_latency_ms,p99_latency_ms,exit_status,server_error,bench_error,verify_strlen,raw_file
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-27T12:11:11+08:00,full,65536,65536,1,1,1,1,5,4856.60,2.5463,0.201,0.167,0.439,0.679,0,none,,ok,full-rx65536-d65536-c1-P1-r1
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-27T12:11:18+08:00,full,65536,65536,1,1,1,2,5,5376.40,2.8188,0.181,0.143,0.431,0.711,0,none,,ok,full-rx65536-d65536-c1-P1-r2
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-27T12:11:25+08:00,full,65536,65536,1,1,1,3,5,5031.00,2.6377,0.194,0.159,0.407,0.631,0,none,,ok,full-rx65536-d65536-c1-P1-r3
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-27T12:11:32+08:00,full,65536,65536,1,16,1,1,5,6550.98,3.4346,2.361,2.047,4.455,5.383,0,none,,ok,full-rx65536-d65536-c1-P16-r1
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-27T12:11:40+08:00,full,65536,65536,1,16,1,2,5,6391.04,3.3507,2.419,2.103,4.279,5.079,0,none,,ok,full-rx65536-d65536-c1-P16-r2
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-27T12:11:47+08:00,full,65536,65536,1,16,1,3,5,6762.10,3.5453,2.286,1.983,4.095,5.535,0,none,,ok,full-rx65536-d65536-c1-P16-r3
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-27T12:11:54+08:00,full,65536,65536,4,1,1,1,5,7790.80,4.0846,0.509,0.431,1.023,1.367,0,none,,ok,full-rx65536-d65536-c4-P1-r1
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-27T12:12:01+08:00,full,65536,65536,4,1,1,2,5,7694.40,4.0341,0.515,0.447,1.047,1.383,0,none,,ok,full-rx65536-d65536-c4-P1-r2
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-27T12:12:08+08:00,full,65536,65536,4,1,1,3,5,11330.60,5.9405,0.350,0.311,0.679,1.015,0,none,,ok,full-rx65536-d65536-c4-P1-r3
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-27T12:12:15+08:00,full,65536,65536,4,16,1,1,5,9623.68,5.0456,6.652,6.015,10.519,11.999,0,none,,ok,full-rx65536-d65536-c4-P16-r1
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-27T12:12:22+08:00,full,65536,65536,4,16,1,2,5,10235.91,5.3666,6.251,5.655,9.511,12.575,0,none,,ok,full-rx65536-d65536-c4-P16-r2
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-27T12:12:30+08:00,full,65536,65536,4,16,1,3,5,10007.60,5.2469,6.394,5.759,10.103,12.591,0,none,,ok,full-rx65536-d65536-c4-P16-r3
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-27T12:12:37+08:00,full,65536,262144,1,1,1,1,5,2627.40,5.5101,0.378,0.351,0.583,0.839,0,none,,ok,full-rx65536-d262144-c1-P1-r1
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-27T12:12:44+08:00,full,65536,262144,1,1,1,2,5,2691.00,5.6434,0.369,0.343,0.535,0.831,0,none,,ok,full-rx65536-d262144-c1-P1-r2
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-27T12:12:51+08:00,full,65536,262144,1,1,1,3,5,2437.20,5.1112,0.407,0.367,0.663,0.959,0,none,,ok,full-rx65536-d262144-c1-P1-r3
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-27T12:12:58+08:00,full,65536,262144,1,16,1,1,5,2749.80,5.7667,5.783,5.287,8.335,11.927,0,none,,ok,full-rx65536-d262144-c1-P16-r1
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-27T12:13:05+08:00,full,65536,262144,1,16,1,2,5,2833.50,5.9423,5.606,5.263,7.607,10.087,0,none,,ok,full-rx65536-d262144-c1-P16-r2
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-27T12:13:12+08:00,full,65536,262144,1,16,1,3,5,2809.99,5.8930,5.653,5.231,7.735,9.759,0,none,,ok,full-rx65536-d262144-c1-P16-r3
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-27T12:13:20+08:00,full,65536,262144,4,1,1,1,5,2657.00,5.5721,1.503,1.335,2.639,3.343,0,none,,ok,full-rx65536-d262144-c4-P1-r1
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-27T12:13:27+08:00,full,65536,262144,4,1,1,2,5,2337.60,4.9023,1.708,1.487,2.935,3.615,0,none,,ok,full-rx65536-d262144-c4-P1-r2
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-27T12:13:34+08:00,full,65536,262144,4,1,1,3,5,2436.80,5.1103,1.638,1.399,2.903,3.591,0,none,,ok,full-rx65536-d262144-c4-P1-r3
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-27T12:13:41+08:00,full,65536,262144,4,16,1,1,5,2379.85,4.9909,27.020,23.919,44.767,59.103,0,none,,ok,full-rx65536-d262144-c4-P16-r1
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-27T12:13:48+08:00,full,65536,262144,4,16,1,2,5,2531.87,5.3097,25.310,23.615,36.351,45.247,0,none,,ok,full-rx65536-d262144-c4-P16-r2
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-27T12:13:56+08:00,full,65536,262144,4,16,1,3,5,2775.93,5.8215,23.160,21.631,31.151,38.431,0,none,,ok,full-rx65536-d262144-c4-P16-r3
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-27T12:14:03+08:00,full,65536,1048576,1,1,1,1,5,712.26,5.9749,1.402,1.303,1.935,2.695,0,none,,ok,full-rx65536-d1048576-c1-P1-r1
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-27T12:14:10+08:00,full,65536,1048576,1,1,1,2,5,724.20,6.0750,1.379,1.287,1.839,2.735,0,none,,ok,full-rx65536-d1048576-c1-P1-r2
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-27T12:14:17+08:00,full,65536,1048576,1,1,1,3,5,686.60,5.7596,1.454,1.351,2.127,3.183,0,none,,ok,full-rx65536-d1048576-c1-P1-r3
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-27T12:14:25+08:00,full,65536,1048576,1,16,1,1,5,568.37,4.7678,28.057,25.663,42.303,54.975,0,none,,ok,full-rx65536-d1048576-c1-P16-r1
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-27T12:14:32+08:00,full,65536,1048576,1,16,1,2,5,525.48,4.4080,30.638,27.135,46.975,55.679,0,none,,ok,full-rx65536-d1048576-c1-P16-r2
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-27T12:14:39+08:00,full,65536,1048576,1,16,1,3,5,584.24,4.9010,27.234,25.391,38.591,51.967,0,none,,ok,full-rx65536-d1048576-c1-P16-r3
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-27T12:14:46+08:00,full,65536,1048576,4,1,1,1,5,661.67,5.5505,6.045,5.463,9.295,15.303,0,none,,ok,full-rx65536-d1048576-c4-P1-r1
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-27T12:14:54+08:00,full,65536,1048576,4,1,1,2,5,685.40,5.7496,5.835,5.199,9.487,11.991,0,none,,ok,full-rx65536-d1048576-c4-P1-r2
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-27T12:15:01+08:00,full,65536,1048576,4,1,1,3,5,594.48,4.9869,6.730,5.743,11.927,15.279,0,none,,ok,full-rx65536-d1048576-c4-P1-r3
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-27T12:15:08+08:00,full,65536,1048576,4,16,1,1,5,652.28,5.4717,100.064,97.919,116.735,122.687,0,none,,ok,full-rx65536-d1048576-c4-P16-r1
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-27T12:15:16+08:00,full,65536,1048576,4,16,1,2,5,370.90,3.1113,173.301,179.199,257.663,270.335,0,none,,ok,full-rx65536-d1048576-c4-P16-r2
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-27T12:15:23+08:00,full,65536,1048576,4,16,1,3,5,331.67,2.7822,194.101,178.431,293.631,303.615,0,none,,ok,full-rx65536-d1048576-c4-P16-r3
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-27T12:15:30+08:00,full,65536,4194304,1,1,1,1,5,89.80,3.0132,11.151,10.135,20.095,24.191,0,none,,ok,full-rx65536-d4194304-c1-P1-r1
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-27T12:15:38+08:00,full,65536,4194304,1,1,1,2,5,93.05,3.1222,10.733,9.783,18.079,21.359,0,none,,ok,full-rx65536-d4194304-c1-P1-r2
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-27T12:15:45+08:00,full,65536,4194304,1,1,1,3,5,105.52,3.5407,9.494,8.711,16.023,20.399,0,none,,ok,full-rx65536-d4194304-c1-P1-r3
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-27T12:15:53+08:00,full,65536,4194304,1,16,1,1,5,87.28,2.9286,183.566,174.591,238.079,256.639,0,none,,ok,full-rx65536-d4194304-c1-P16-r1
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-27T12:16:01+08:00,full,65536,4194304,1,16,1,2,5,88.82,2.9803,182.360,174.591,237.439,246.399,0,none,,ok,full-rx65536-d4194304-c1-P16-r2
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-27T12:16:08+08:00,full,65536,4194304,1,16,1,3,5,84.54,2.8367,187.001,179.583,242.815,260.095,0,none,,ok,full-rx65536-d4194304-c1-P16-r3
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-27T12:16:16+08:00,full,65536,4194304,4,1,1,1,5,102.87,3.4517,38.887,35.999,59.807,68.991,0,none,,ok,full-rx65536-d4194304-c4-P1-r1
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-27T12:16:23+08:00,full,65536,4194304,4,1,1,2,5,94.69,3.1773,42.492,39.935,68.095,83.455,0,none,,ok,full-rx65536-d4194304-c4-P1-r2
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-27T12:16:31+08:00,full,65536,4194304,4,1,1,3,5,88.82,2.9803,45.223,42.879,70.655,81.279,0,none,,ok,full-rx65536-d4194304-c4-P1-r3
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-27T12:16:39+08:00,full,65536,4194304,4,16,1,1,5,100.27,3.3645,667.883,660.479,838.655,868.351,0,none,,ok,full-rx65536-d4194304-c4-P16-r1
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-27T12:16:48+08:00,full,65536,4194304,4,16,1,2,5,101.03,3.3900,695.428,714.751,760.831,787.455,0,none,,ok,full-rx65536-d4194304-c4-P16-r2
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-27T12:16:57+08:00,full,65536,4194304,4,16,1,3,5,100.41,3.3692,697.582,689.151,786.431,828.927,0,none,,ok,full-rx65536-d4194304-c4-P16-r3
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-27T12:17:04+08:00,full,262144,65536,1,1,1,1,5,6257.20,3.2806,0.155,0.127,0.327,0.527,0,none,,ok,full-rx262144-d65536-c1-P1-r1
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-27T12:17:12+08:00,full,262144,65536,1,1,1,2,5,6441.60,3.3773,0.151,0.127,0.319,0.511,0,none,,ok,full-rx262144-d65536-c1-P1-r2
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-27T12:17:19+08:00,full,262144,65536,1,1,1,3,5,6391.20,3.3508,0.152,0.119,0.335,0.519,0,none,,ok,full-rx262144-d65536-c1-P1-r3
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-27T12:17:26+08:00,full,262144,65536,1,16,1,1,5,7425.94,3.8933,1.888,1.663,3.511,4.255,0,none,,ok,full-rx262144-d65536-c1-P16-r1
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-27T12:17:33+08:00,full,262144,65536,1,16,1,2,5,7721.71,4.0484,1.827,1.639,3.223,3.991,0,none,,ok,full-rx262144-d65536-c1-P16-r2
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-27T12:17:40+08:00,full,262144,65536,1,16,1,3,5,11862.40,6.2193,1.186,1.095,1.847,2.479,0,none,,ok,full-rx262144-d65536-c1-P16-r3
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-27T12:17:47+08:00,full,262144,65536,4,1,1,1,5,15023.80,7.8768,0.262,0.223,0.543,0.823,0,none,,ok,full-rx262144-d65536-c4-P1-r1
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-27T12:17:54+08:00,full,262144,65536,4,1,1,2,5,13265.00,6.9547,0.297,0.255,0.599,0.887,0,none,,ok,full-rx262144-d65536-c4-P1-r2
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-27T12:18:01+08:00,full,262144,65536,4,1,1,3,5,12970.80,6.8004,0.303,0.263,0.575,0.855,0,none,,ok,full-rx262144-d65536-c4-P1-r3
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-27T12:18:09+08:00,full,262144,65536,4,16,1,1,5,8702.26,4.5625,7.353,6.679,12.335,15.303,0,none,,ok,full-rx262144-d65536-c4-P16-r1
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-27T12:18:16+08:00,full,262144,65536,4,16,1,2,5,8780.80,4.6037,7.283,6.767,11.951,14.567,0,none,,ok,full-rx262144-d65536-c4-P16-r2
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-27T12:18:23+08:00,full,262144,65536,4,16,1,3,5,7180.80,3.7648,8.915,7.967,15.191,17.231,0,none,,ok,full-rx262144-d65536-c4-P16-r3
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-27T12:18:30+08:00,full,262144,262144,1,1,1,1,5,2016.20,4.2283,0.490,0.415,0.951,1.255,0,none,,ok,full-rx262144-d262144-c1-P1-r1
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-27T12:18:37+08:00,full,262144,262144,1,1,1,2,5,2102.00,4.4082,0.470,0.391,0.935,1.215,0,none,,ok,full-rx262144-d262144-c1-P1-r2
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-27T12:18:44+08:00,full,262144,262144,1,1,1,3,5,2172.40,4.5559,0.455,0.383,0.911,1.191,0,none,,ok,full-rx262144-d262144-c1-P1-r3
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-27T12:18:52+08:00,full,262144,262144,1,16,1,1,5,2023.17,4.2429,7.693,7.031,13.399,15.879,0,none,,ok,full-rx262144-d262144-c1-P16-r1
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-27T12:18:59+08:00,full,262144,262144,1,16,1,2,5,2238.21,4.6939,6.938,6.327,11.175,14.359,0,none,,ok,full-rx262144-d262144-c1-P16-r2
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-27T12:19:06+08:00,full,262144,262144,1,16,1,3,5,2097.94,4.3997,7.409,6.623,13.223,17.247,0,none,,ok,full-rx262144-d262144-c1-P16-r3
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-27T12:19:13+08:00,full,262144,262144,4,1,1,1,5,3199.40,6.7096,1.245,1.135,2.119,2.983,0,none,,ok,full-rx262144-d262144-c4-P1-r1
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-27T12:19:20+08:00,full,262144,262144,4,1,1,2,5,3581.60,7.5112,1.113,1.063,1.983,2.903,0,none,,ok,full-rx262144-d262144-c4-P1-r2
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-27T12:19:27+08:00,full,262144,262144,4,1,1,3,5,4139.20,8.6805,0.963,0.895,1.471,2.255,0,none,,ok,full-rx262144-d262144-c4-P1-r3
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-27T12:19:35+08:00,full,262144,262144,4,16,1,1,5,2955.42,6.1980,21.719,19.839,31.055,40.191,0,none,,ok,full-rx262144-d262144-c4-P16-r1
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-27T12:19:42+08:00,full,262144,262144,4,16,1,2,5,2734.62,5.7349,23.464,20.431,38.815,56.895,0,none,,ok,full-rx262144-d262144-c4-P16-r2
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-27T12:19:49+08:00,full,262144,262144,4,16,1,3,5,2853.26,5.9837,22.503,20.783,32.959,43.327,0,none,,ok,full-rx262144-d262144-c4-P16-r3
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-27T12:19:56+08:00,full,262144,1048576,1,1,1,1,5,767.45,6.4378,1.300,1.183,1.999,2.647,0,none,,ok,full-rx262144-d1048576-c1-P1-r1
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-27T12:20:04+08:00,full,262144,1048576,1,1,1,2,5,496.60,4.1658,2.007,1.807,3.503,4.103,0,none,,ok,full-rx262144-d1048576-c1-P1-r2
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-27T12:20:11+08:00,full,262144,1048576,1,1,1,3,5,760.20,6.3770,1.312,1.167,2.079,2.791,0,none,,ok,full-rx262144-d1048576-c1-P1-r3
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-27T12:20:18+08:00,full,262144,1048576,1,16,1,1,5,587.74,4.9303,27.291,21.839,46.975,51.711,0,none,,ok,full-rx262144-d1048576-c1-P16-r1
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-27T12:20:25+08:00,full,262144,1048576,1,16,1,2,5,648.69,5.4416,24.650,22.047,38.143,42.143,0,none,,ok,full-rx262144-d1048576-c1-P16-r2
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-27T12:20:33+08:00,full,262144,1048576,1,16,1,3,5,636.04,5.3355,25.103,22.287,41.087,47.167,0,none,,ok,full-rx262144-d1048576-c1-P16-r3
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-27T12:20:40+08:00,full,262144,1048576,4,1,1,1,5,660.80,5.5432,6.052,5.503,9.471,11.615,0,none,,ok,full-rx262144-d1048576-c4-P1-r1
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-27T12:20:47+08:00,full,262144,1048576,4,1,1,2,5,609.68,5.1144,6.557,6.079,10.383,13.423,0,none,,ok,full-rx262144-d1048576-c4-P1-r2
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-27T12:20:54+08:00,full,262144,1048576,4,1,1,3,5,629.87,5.2837,6.347,5.895,10.103,13.303,0,none,,ok,full-rx262144-d1048576-c4-P1-r3
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-27T12:21:02+08:00,full,262144,1048576,4,16,1,1,5,664.27,5.5723,96.878,90.559,132.607,149.887,0,none,,ok,full-rx262144-d1048576-c4-P16-r1
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-27T12:21:09+08:00,full,262144,1048576,4,16,1,2,5,559.29,4.6917,114.642,92.799,195.711,209.023,0,none,,ok,full-rx262144-d1048576-c4-P16-r2
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-27T12:21:17+08:00,full,262144,1048576,4,16,1,3,5,674.62,5.6591,96.434,93.375,124.415,142.335,0,none,,ok,full-rx262144-d1048576-c4-P16-r3
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-27T12:21:24+08:00,full,262144,4194304,1,1,1,1,5,156.60,5.2546,6.379,5.607,10.831,14.399,0,none,,ok,full-rx262144-d4194304-c1-P1-r1
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-27T12:21:31+08:00,full,262144,4194304,1,1,1,2,5,174.86,5.8673,5.722,5.063,9.007,10.799,0,none,,ok,full-rx262144-d4194304-c1-P1-r2
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-27T12:21:38+08:00,full,262144,4194304,1,1,1,3,5,187.65,6.2965,5.330,4.879,7.599,10.207,0,none,,ok,full-rx262144-d4194304-c1-P1-r3
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-27T12:21:46+08:00,full,262144,4194304,1,16,1,1,5,155.31,5.2113,104.811,99.967,127.551,166.271,0,none,,ok,full-rx262144-d4194304-c1-P16-r1
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-27T12:21:53+08:00,full,262144,4194304,1,16,1,2,5,163.20,5.4761,97.729,93.823,138.111,157.695,0,none,,ok,full-rx262144-d4194304-c1-P16-r2
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-27T12:22:01+08:00,full,262144,4194304,1,16,1,3,5,136.62,4.5842,118.716,105.215,181.631,188.415,0,none,,ok,full-rx262144-d4194304-c1-P16-r3
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-27T12:22:08+08:00,full,262144,4194304,4,1,1,1,5,149.88,5.0291,26.783,22.783,45.439,52.735,0,none,,ok,full-rx262144-d4194304-c4-P1-r1
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-27T12:22:16+08:00,full,262144,4194304,4,1,1,2,5,186.36,6.2532,21.507,19.807,31.439,42.015,0,none,,ok,full-rx262144-d4194304-c4-P1-r2
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-27T12:22:23+08:00,full,262144,4194304,4,1,1,3,5,130.20,4.3688,30.784,30.319,46.207,50.399,0,none,,ok,full-rx262144-d4194304-c4-P1-r3
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-27T12:22:31+08:00,full,262144,4194304,4,16,1,1,5,150.35,5.0449,459.190,457.727,537.087,595.967,0,none,,ok,full-rx262144-d4194304-c4-P16-r1
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-27T12:22:39+08:00,full,262144,4194304,4,16,1,2,5,151.84,5.0949,420.811,406.783,488.703,494.079,0,none,,ok,full-rx262144-d4194304-c4-P16-r2
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-27T12:22:48+08:00,full,262144,4194304,4,16,1,3,5,127.77,4.2872,525.407,511.743,660.479,721.919,0,none,,ok,full-rx262144-d4194304-c4-P16-r3
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-27T12:22:55+08:00,full,1048576,65536,1,1,1,1,5,10357.40,5.4303,0.094,0.087,0.143,0.255,0,none,,ok,full-rx1048576-d65536-c1-P1-r1
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-27T12:23:02+08:00,full,1048576,65536,1,1,1,2,5,10830.20,5.6781,0.090,0.087,0.143,0.231,0,none,,ok,full-rx1048576-d65536-c1-P1-r2
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-27T12:23:09+08:00,full,1048576,65536,1,1,1,3,5,11018.60,5.7769,0.088,0.087,0.127,0.215,0,none,,ok,full-rx1048576-d65536-c1-P1-r3
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-27T12:23:17+08:00,full,1048576,65536,1,16,1,1,5,11556.09,6.0587,0.802,0.743,1.567,2.191,0,none,,ok,full-rx1048576-d65536-c1-P16-r1
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-27T12:23:24+08:00,full,1048576,65536,1,16,1,2,5,12263.89,6.4298,0.776,0.751,1.375,1.839,0,none,,ok,full-rx1048576-d65536-c1-P16-r2
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-27T12:23:31+08:00,full,1048576,65536,1,16,1,3,5,11579.37,6.0709,0.785,0.783,1.295,1.879,0,none,,ok,full-rx1048576-d65536-c1-P16-r3
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-27T12:23:38+08:00,full,1048576,65536,4,1,1,1,5,15365.20,8.0558,0.256,0.223,0.471,0.695,0,none,,ok,full-rx1048576-d65536-c4-P1-r1
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-27T12:23:45+08:00,full,1048576,65536,4,1,1,2,5,18201.40,9.5428,0.216,0.191,0.399,0.607,0,none,,ok,full-rx1048576-d65536-c4-P1-r2
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-27T12:23:52+08:00,full,1048576,65536,4,1,1,3,5,18131.00,9.5059,0.217,0.191,0.407,0.615,0,32753:M 27 Aug 2026 12:23:52.648 # === ASSERTION FAILED ===,,cli_fail,full-rx1048576-d65536-c4-P1-r3
