git_commit,timestamp,mode,rx_size,value_size,clients,pipeline,threads,repetition,duration,rps,payload_gbps,avg_latency_ms,p50_latency_ms,p95_latency_ms,p99_latency_ms,exit_status,server_error,bench_error,verify_strlen,raw_file
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-26T22:11:15+08:00,full,4194304,65536,1,1,1,2,5,10610.40,5.5629,0.091,0.087,0.143,0.231,0,none,,ok,full-rx4194304-d65536-c1-P1-r2
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-26T22:11:22+08:00,full,4194304,65536,1,1,1,3,5,11358.40,5.9551,0.086,0.079,0.119,0.183,0,none,,ok,full-rx4194304-d65536-c1-P1-r3
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-26T22:11:29+08:00,full,4194304,65536,1,16,1,1,5,11888.82,6.2332,1.188,1.207,1.655,2.415,0,none,,ok,full-rx4194304-d65536-c1-P16-r1
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-26T22:11:36+08:00,full,4194304,65536,1,16,1,2,5,12020.00,6.3019,1.178,1.215,1.599,2.311,0,none,,ok,full-rx4194304-d65536-c1-P16-r2
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-26T22:11:44+08:00,full,4194304,65536,1,16,1,3,5,11338.53,5.9447,1.242,1.239,1.903,2.583,0,none,,ok,full-rx4194304-d65536-c1-P16-r3
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-26T22:11:51+08:00,full,4194304,65536,4,1,1,1,5,19660.80,10.3079,0.200,0.175,0.367,0.583,0,none,,ok,full-rx4194304-d65536-c4-P1-r1
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-26T22:11:58+08:00,full,4194304,65536,4,1,1,2,5,19359.80,10.1501,0.203,0.175,0.391,0.591,0,none,,ok,full-rx4194304-d65536-c4-P1-r2
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-26T22:12:05+08:00,full,4194304,65536,4,1,1,3,5,19260.80,10.0982,0.204,0.183,0.383,0.583,0,100505:M 26 Aug 2026 22:12:05.439 # === ASSERTION FAILED ===,,cli_fail,full-rx4194304-d65536-c4-P1-r3
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-26T22:12:13+08:00,full,4194304,65536,4,16,1,1,5,21859.20,11.4605,2.689,2.583,4.519,6.007,0,101352:M 26 Aug 2026 22:12:13.219 # === ASSERTION FAILED ===,,cli_fail,full-rx4194304-d65536-c4-P16-r1
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-26T22:12:13+08:00,full,4194304,65536,4,16,1,2,5,,,,,,,SERVER_DEAD,server_dead,,cli_fail,full-rx4194304-d65536-c4-P16-r2
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-26T22:12:21+08:00,full,16777216,65536,1,1,1,1,5,10302.60,5.4015,0.094,0.087,0.167,0.271,0,none,,ok,full-rx16777216-d65536-c1-P1-r1
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-26T22:12:28+08:00,full,16777216,65536,1,1,1,2,5,10264.00,5.3813,0.095,0.087,0.159,0.247,0,none,,ok,full-rx16777216-d65536-c1-P1-r2
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-26T22:12:35+08:00,full,16777216,65536,1,1,1,3,5,11028.00,5.7818,0.088,0.087,0.127,0.191,0,none,,ok,full-rx16777216-d65536-c1-P1-r3
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-26T22:12:42+08:00,full,16777216,65536,1,16,1,1,5,12649.60,6.6320,1.224,1.223,1.487,1.695,0,none,,ok,full-rx16777216-d65536-c1-P16-r1
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-26T22:12:49+08:00,full,16777216,65536,1,16,1,2,5,12124.80,6.3569,1.273,1.255,1.591,1.951,0,none,,ok,full-rx16777216-d65536-c1-P16-r2
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-26T22:12:56+08:00,full,16777216,65536,1,16,1,3,5,11187.20,5.8653,1.379,1.295,1.967,2.991,0,none,,ok,full-rx16777216-d65536-c1-P16-r3
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-26T22:13:03+08:00,full,16777216,65536,4,1,1,1,5,19451.00,10.1979,0.202,0.175,0.375,0.567,0,none,,ok,full-rx16777216-d65536-c4-P1-r1
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-26T22:13:11+08:00,full,16777216,65536,4,1,1,2,5,18997.20,9.9600,0.207,0.183,0.391,0.583,0,none,,ok,full-rx16777216-d65536-c4-P1-r2
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-26T22:13:18+08:00,full,16777216,65536,4,1,1,3,5,19145.80,10.0379,0.205,0.183,0.399,0.599,0,101532:M 26 Aug 2026 22:13:18.252 # === ASSERTION FAILED ===,,cli_fail,full-rx16777216-d65536-c4-P1-r3
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-26T22:13:26+08:00,full,16777216,65536,4,16,1,1,5,25299.34,13.2641,2.468,2.439,3.263,3.959,0,102224:M 26 Aug 2026 22:13:26.099 # === ASSERTION FAILED ===,,cli_fail,full-rx16777216-d65536-c4-P16-r1
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-26T22:13:26+08:00,full,16777216,65536,4,16,1,2,5,,,,,,,SERVER_DEAD,server_dead,,cli_fail,full-rx16777216-d65536-c4-P16-r2
