git_commit,timestamp,mode,rx_size,value_size,clients,pipeline,threads,repetition,duration,rps,payload_gbps,avg_latency_ms,p50_latency_ms,p95_latency_ms,p99_latency_ms,exit_status,server_error,bench_error,verify_strlen,rx_reannounce_count,reannounces_per_gib,tx_wait_count,tx_wait_ns,avg_wait_us,normalized_wait_ratio,raw_file
f49304e74f3b322007e9e038dc090ec019016d25,2026-08-27T16:49:42+08:00,full,65536,65536,1,1,1,1,5,6844.40,3.5884,0.142,0.127,0.255,0.535,0,none,,ok,47121,16383.8,47123,3171161000,67.2954,0.634232,full-rx65536-d65536-c1-P1-r1
f49304e74f3b322007e9e038dc090ec019016d25,2026-08-27T16:49:49+08:00,full,65536,65536,1,1,1,2,5,6246.60,3.2750,0.156,0.135,0.311,0.567,0,none,,ok,43138,16383.8,43140,3151815000,73.0602,0.630363,full-rx65536-d65536-c1-P1-r2
f49304e74f3b322007e9e038dc090ec019016d25,2026-08-27T16:49:56+08:00,full,65536,65536,1,1,1,3,5,5378.60,2.8199,0.181,0.159,0.391,0.631,0,none,,ok,40723,16383.7,40725,3150589000,77.3625,0.630118,full-rx65536-d65536-c1-P1-r3
f49304e74f3b322007e9e038dc090ec019016d25,2026-08-27T16:50:03+08:00,full,65536,65536,1,16,1,1,5,8260.75,4.3310,1.873,1.719,2.903,4.127,0,none,,ok,55755,16383.9,55756,6233061000,111.792,1.24661,full-rx65536-d65536-c1-P16-r1
f49304e74f3b322007e9e038dc090ec019016d25,2026-08-27T16:50:10+08:00,full,65536,65536,1,16,1,2,5,7793.64,4.0861,1.983,1.839,3.111,4.199,0,none,,ok,55323,16384,55324,6211426000,112.274,1.24229,full-rx65536-d65536-c1-P16-r2
f49304e74f3b322007e9e038dc090ec019016d25,2026-08-27T16:50:17+08:00,full,65536,65536,1,16,1,3,5,8596.20,4.5069,1.797,1.647,2.799,4.103,0,none,,ok,61295,16383.8,61296,6240712000,101.813,1.24814,full-rx65536-d65536-c1-P16-r3
f49304e74f3b322007e9e038dc090ec019016d25,2026-08-27T16:50:25+08:00,full,65536,65536,4,1,1,1,5,9824.24,5.1507,0.403,0.359,0.791,1.247,0,none,,ok,67117,16384,67122,5695820000,84.8577,0.284791,full-rx65536-d65536-c4-P1-r1
f49304e74f3b322007e9e038dc090ec019016d25,2026-08-27T16:50:32+08:00,full,65536,65536,4,1,1,2,5,9064.00,4.7521,0.437,0.391,0.839,1.247,0,none,,ok,63458,16383.7,63463,5694753000,89.7334,0.284738,full-rx65536-d65536-c4-P1-r2
f49304e74f3b322007e9e038dc090ec019016d25,2026-08-27T16:50:39+08:00,full,65536,65536,4,1,1,3,5,10062.20,5.2755,0.394,0.351,0.735,1.223,0,none,,ok,67952,16383.8,67957,5707746000,83.9906,0.285387,full-rx65536-d65536-c4-P1-r3
f49304e74f3b322007e9e038dc090ec019016d25,2026-08-27T16:50:46+08:00,full,65536,65536,4,16,1,1,5,8534.19,4.4744,7.503,7.063,11.351,15.911,0,none,,ok,59564,16383.4,59566,6412764000,107.658,0.320638,full-rx65536-d65536-c4-P16-r1
f49304e74f3b322007e9e038dc090ec019016d25,2026-08-27T16:50:53+08:00,full,65536,65536,4,16,1,2,5,8435.20,4.4225,7.589,6.743,12.927,16.319,0,none,,ok,59324,16383.4,59325,6400380000,107.887,0.320019,full-rx65536-d65536-c4-P16-r2
f49304e74f3b322007e9e038dc090ec019016d25,2026-08-27T16:51:01+08:00,full,65536,65536,4,16,1,3,5,7320.14,3.8379,8.742,8.031,14.519,18.671,0,none,,ok,51896,16383.9,51897,6395667000,123.238,0.319783,full-rx65536-d65536-c4-P16-r3
f49304e74f3b322007e9e038dc090ec019016d25,2026-08-27T16:51:08+08:00,full,65536,262144,1,1,1,1,5,2148.80,4.5064,0.462,0.399,0.887,1.239,0,none,,ok,56215,16384,56217,5479630000,97.4728,1.09593,full-rx65536-d262144-c1-P1-r1
f49304e74f3b322007e9e038dc090ec019016d25,2026-08-27T16:51:15+08:00,full,65536,262144,1,1,1,2,5,1947.80,4.0848,0.509,0.431,1.023,1.375,0,none,,ok,56107,16384,56109,5475396000,97.585,1.09508,full-rx65536-d262144-c1-P1-r2
f49304e74f3b322007e9e038dc090ec019016d25,2026-08-27T16:51:22+08:00,full,65536,262144,1,1,1,3,5,2064.80,4.3302,0.480,0.415,0.935,1.303,0,none,,ok,56739,16383.9,56741,5477074000,96.5276,1.09541,full-rx65536-d262144-c1-P1-r3
f49304e74f3b322007e9e038dc090ec019016d25,2026-08-27T16:51:29+08:00,full,65536,262144,1,16,1,1,5,1721.70,3.6107,9.212,8.479,15.695,18.623,0,none,,ok,53706,16383.8,53707,6235266000,116.098,1.24705,full-rx65536-d262144-c1-P16-r1
f49304e74f3b322007e9e038dc090ec019016d25,2026-08-27T16:51:37+08:00,full,65536,262144,1,16,1,2,5,1695.66,3.5561,9.373,8.391,15.847,19.407,0,none,,ok,48009,16383.8,48010,6241923000,130.013,1.24838,full-rx65536-d262144-c1-P16-r2
f49304e74f3b322007e9e038dc090ec019016d25,2026-08-27T16:51:44+08:00,full,65536,262144,1,16,1,3,5,1924.86,4.0367,8.255,7.239,14.415,19.311,0,none,,ok,52810,16383.9,52811,6312596000,119.532,1.26252,full-rx65536-d262144-c1-P16-r3
f49304e74f3b322007e9e038dc090ec019016d25,2026-08-27T16:51:51+08:00,full,65536,262144,4,1,1,1,5,1988.60,4.1704,2.007,1.687,3.895,4.807,0,none,,ok,53348,16383.2,53350,6347614000,118.981,0.317381,full-rx65536-d262144-c4-P1-r1
f49304e74f3b322007e9e038dc090ec019016d25,2026-08-27T16:51:58+08:00,full,65536,262144,4,1,1,2,5,1756.20,3.6830,2.273,1.967,4.119,5.039,0,none,,ok,51444,16383.3,51449,6335496000,123.141,0.316775,full-rx65536-d262144-c4-P1-r2
f49304e74f3b322007e9e038dc090ec019016d25,2026-08-27T16:52:05+08:00,full,65536,262144,4,1,1,3,5,1733.40,3.6352,2.303,2.039,4.079,4.927,0,none,,ok,48828,16383.4,48833,6309209000,129.2,0.31546,full-rx65536-d262144-c4-P1-r3
f49304e74f3b322007e9e038dc090ec019016d25,2026-08-27T16:52:13+08:00,full,65536,262144,4,16,1,1,5,1868.43,3.9184,34.349,31.823,56.159,71.935,0,none,,ok,54920,16383.1,54921,6380927000,116.184,0.319046,full-rx65536-d262144-c4-P16-r1
f49304e74f3b322007e9e038dc090ec019016d25,2026-08-27T16:52:20+08:00,full,65536,262144,4,16,1,2,5,2045.95,4.2907,31.312,27.935,55.359,70.399,0,none,,ok,55496,16383.1,55497,6321719000,113.911,0.316086,full-rx65536-d262144-c4-P16-r2
f49304e74f3b322007e9e038dc090ec019016d25,2026-08-27T16:52:27+08:00,full,65536,262144,4,16,1,3,5,2018.36,4.2328,31.794,29.119,51.711,63.935,0,none,,ok,59208,16383,59209,6417623000,108.389,0.320881,full-rx65536-d262144-c4-P16-r3
f49304e74f3b322007e9e038dc090ec019016d25,2026-08-27T16:52:35+08:00,full,65536,1048576,1,1,1,1,5,523.60,4.3923,1.906,1.719,3.199,4.359,0,none,,ok,57202,16383.7,57204,6209777000,108.555,1.24196,full-rx65536-d1048576-c1-P1-r1
f49304e74f3b322007e9e038dc090ec019016d25,2026-08-27T16:52:42+08:00,full,65536,1048576,1,1,1,2,5,473.11,3.9687,2.108,1.799,3.991,5.263,0,none,,ok,56098,16383.8,56099,6201388000,110.544,1.24028,full-rx65536-d1048576-c1-P1-r2
f49304e74f3b322007e9e038dc090ec019016d25,2026-08-27T16:52:49+08:00,full,65536,1048576,1,1,1,3,5,420.43,3.5268,2.372,2.127,4.279,5.247,0,none,,ok,47266,16383.9,47267,6175231000,130.646,1.23505,full-rx65536-d1048576-c1-P1-r3
f49304e74f3b322007e9e038dc090ec019016d25,2026-08-27T16:52:56+08:00,full,65536,1048576,1,16,1,1,5,476.23,3.9949,33.956,31.167,55.647,63.679,0,none,,ok,52738,16383.8,52739,5654925000,107.225,1.13098,full-rx65536-d1048576-c1-P16-r1
f49304e74f3b322007e9e038dc090ec019016d25,2026-08-27T16:53:04+08:00,full,65536,1048576,1,16,1,2,5,437.52,3.6702,36.995,34.879,60.991,67.519,0,none,,ok,48130,16383.9,48131,5855048000,121.648,1.17101,full-rx65536-d1048576-c1-P16-r2
f49304e74f3b322007e9e038dc090ec019016d25,2026-08-27T16:53:11+08:00,full,65536,1048576,1,16,1,3,5,551.72,4.6282,29.145,26.751,45.087,63.551,0,none,,ok,60163,16384,60164,6146612000,102.164,1.22932,full-rx65536-d1048576-c1-P16-r3
f49304e74f3b322007e9e038dc090ec019016d25,2026-08-27T16:53:19+08:00,full,65536,1048576,4,1,1,1,5,427.23,3.5839,9.358,8.647,15.399,20.207,0,none,,ok,52928,16383.2,52930,6360782000,120.173,0.318039,full-rx65536-d1048576-c4-P1-r1
f49304e74f3b322007e9e038dc090ec019016d25,2026-08-27T16:53:26+08:00,full,65536,1048576,4,1,1,2,5,388.84,3.2618,10.290,9.519,16.383,19.615,0,none,,ok,44944,16383.2,44945,6349682000,141.277,0.317484,full-rx65536-d1048576-c4-P1-r2
f49304e74f3b322007e9e038dc090ec019016d25,2026-08-27T16:53:33+08:00,full,65536,1048576,4,1,1,3,5,451.42,3.7868,8.860,8.303,14.615,17.375,0,none,,ok,51088,16383.2,51089,6375789000,124.798,0.318789,full-rx65536-d1048576-c4-P1-r3
f49304e74f3b322007e9e038dc090ec019016d25,2026-08-27T16:53:41+08:00,full,65536,1048576,4,16,1,1,5,383.77,3.2193,171.598,167.679,225.407,244.479,0,none,,ok,44288,16383.2,44289,5863351000,132.388,0.293168,full-rx65536-d1048576-c4-P16-r1
f49304e74f3b322007e9e038dc090ec019016d25,2026-08-27T16:53:48+08:00,full,65536,1048576,4,16,1,2,5,396.01,3.3220,163.999,161.535,212.095,215.679,0,none,,ok,45824,16383.2,45825,6297480000,137.425,0.314874,full-rx65536-d1048576-c4-P16-r2
f49304e74f3b322007e9e038dc090ec019016d25,2026-08-27T16:53:56+08:00,full,65536,1048576,4,16,1,3,5,395.85,3.3206,163.362,165.887,221.439,247.167,0,none,,ok,45824,16383.2,45825,6037399000,131.749,0.30187,full-rx65536-d1048576-c4-P16-r3
f49304e74f3b322007e9e038dc090ec019016d25,2026-08-27T16:54:03+08:00,full,65536,4194304,1,1,1,1,5,102.94,3.4541,9.728,8.727,16.591,20.799,0,none,,ok,47296,16383.8,47297,6227252000,131.663,1.24545,full-rx65536-d4194304-c1-P1-r1
f49304e74f3b322007e9e038dc090ec019016d25,2026-08-27T16:54:10+08:00,full,65536,4194304,1,1,1,2,5,101.94,3.4205,9.849,8.967,17.423,20.447,0,none,,ok,46080,16383.8,46081,6275190000,136.177,1.25504,full-rx65536-d4194304-c1-P1-r2
f49304e74f3b322007e9e038dc090ec019016d25,2026-08-27T16:54:17+08:00,full,65536,4194304,1,1,1,3,5,107.63,3.6115,9.297,8.263,15.871,19.615,0,none,,ok,47872,16383.8,47873,6269680000,130.965,1.25394,full-rx65536-d4194304-c1-P1-r3
f49304e74f3b322007e9e038dc090ec019016d25,2026-08-27T16:54:25+08:00,full,65536,4194304,1,16,1,1,5,116.97,3.9249,141.255,134.143,184.447,198.399,0,none,,ok,53248,16383.8,53249,6318376000,118.657,1.26368,full-rx65536-d4194304-c1-P16-r1
f49304e74f3b322007e9e038dc090ec019016d25,2026-08-27T16:54:33+08:00,full,65536,4194304,1,16,1,2,5,116.15,3.8973,138.913,135.295,182.015,198.655,0,none,,ok,52224,16383.8,52225,6202849000,118.772,1.24057,full-rx65536-d4194304-c1-P16-r2
f49304e74f3b322007e9e038dc090ec019016d25,2026-08-27T16:54:40+08:00,full,65536,4194304,1,16,1,3,5,108.07,3.6262,147.951,142.079,186.495,217.087,0,none,,ok,51200,16383.8,51201,6201304000,121.117,1.24026,full-rx65536-d4194304-c1-P16-r3
f49304e74f3b322007e9e038dc090ec019016d25,2026-08-27T16:54:48+08:00,full,65536,4194304,4,1,1,1,5,114.55,3.8437,34.778,30.943,60.415,69.439,0,none,,ok,52352,16383.8,52353,6431754000,122.854,0.321588,full-rx65536-d4194304-c4-P1-r1
f49304e74f3b322007e9e038dc090ec019016d25,2026-08-27T16:54:55+08:00,full,65536,4194304,4,1,1,2,5,125.35,4.2060,32.046,30.063,47.999,61.887,0,none,,ok,54784,16383.8,54785,6477259000,118.231,0.323863,full-rx65536-d4194304-c4-P1-r2
f49304e74f3b322007e9e038dc090ec019016d25,2026-08-27T16:55:03+08:00,full,65536,4194304,4,1,1,3,5,123.65,4.1490,32.537,30.415,49.983,59.263,0,none,,ok,55424,16383.8,55425,6448877000,116.353,0.322444,full-rx65536-d4194304-c4-P1-r3
f49304e74f3b322007e9e038dc090ec019016d25,2026-08-27T16:55:11+08:00,full,65536,4194304,4,16,1,1,5,114.67,3.8477,617.945,620.031,692.735,737.791,0,none,,ok,54272,16383.8,54273,6168694000,113.66,0.308435,full-rx65536-d4194304-c4-P16-r1
f49304e74f3b322007e9e038dc090ec019016d25,2026-08-27T16:55:20+08:00,full,65536,4194304,4,16,1,2,5,112.76,3.7836,595.280,594.943,728.063,739.839,0,none,,ok,56320,16383.8,56321,6494703000,115.316,0.324735,full-rx65536-d4194304-c4-P16-r2
f49304e74f3b322007e9e038dc090ec019016d25,2026-08-27T16:55:28+08:00,full,65536,4194304,4,16,1,3,5,101.77,3.4148,677.854,672.255,750.591,754.175,0,none,,ok,51200,16383.8,51201,6329463000,123.62,0.316473,full-rx65536-d4194304-c4-P16-r3
f49304e74f3b322007e9e038dc090ec019016d25,2026-08-27T16:55:36+08:00,full,262144,65536,1,1,1,1,5,7326.00,3.8409,0.133,0.111,0.287,0.447,0,none,,ok,12577,4095.99,12579,924007000,73.4563,0.184801,full-rx262144-d65536-c1-P1-r1
f49304e74f3b322007e9e038dc090ec019016d25,2026-08-27T16:55:43+08:00,full,262144,65536,1,1,1,2,5,7347.80,3.8524,0.132,0.111,0.271,0.431,0,none,,ok,12558,4096,12560,907325000,72.2393,0.181465,full-rx262144-d65536-c1-P1-r2
f49304e74f3b322007e9e038dc090ec019016d25,2026-08-27T16:55:50+08:00,full,262144,65536,1,1,1,3,5,7545.00,3.9558,0.129,0.111,0.263,0.415,0,none,,ok,13155,4095.85,13157,912461000,69.3518,0.182492,full-rx262144-d65536-c1-P1-r3
f49304e74f3b322007e9e038dc090ec019016d25,2026-08-27T16:55:57+08:00,full,262144,65536,1,16,1,1,5,8516.70,4.4652,1.650,1.455,3.119,4.159,0,none,,ok,15319,4095.76,15320,5589275000,364.835,1.11786,full-rx262144-d65536-c1-P16-r1
f49304e74f3b322007e9e038dc090ec019016d25,2026-08-27T16:56:05+08:00,full,262144,65536,1,16,1,2,5,10036.39,5.2620,1.401,1.223,2.383,3.167,0,none,,ok,17641,4095.83,17642,5606216000,317.777,1.12124,full-rx262144-d65536-c1-P16-r2
f49304e74f3b322007e9e038dc090ec019016d25,2026-08-27T16:56:12+08:00,full,262144,65536,1,16,1,3,5,9985.20,5.2351,1.412,1.215,2.519,3.207,0,none,,ok,17713,4095.82,17714,5607972000,316.584,1.12159,full-rx262144-d65536-c1-P16-r3
f49304e74f3b322007e9e038dc090ec019016d25,2026-08-27T16:56:19+08:00,full,262144,65536,4,1,1,1,5,14128.80,7.4076,0.279,0.239,0.551,0.847,0,none,,ok,24589,4095.73,24594,2591495000,105.371,0.129575,full-rx262144-d65536-c4-P1-r1
f49304e74f3b322007e9e038dc090ec019016d25,2026-08-27T16:56:26+08:00,full,262144,65536,4,1,1,2,5,13288.60,6.9671,0.296,0.255,0.583,0.871,0,none,,ok,23140,4095.56,23144,2634139000,113.815,0.131707,full-rx262144-d65536-c4-P1-r2
f49304e74f3b322007e9e038dc090ec019016d25,2026-08-27T16:56:33+08:00,full,262144,65536,4,1,1,3,5,13030.59,6.8318,0.302,0.255,0.599,0.887,0,none,,ok,22755,4095.6,22760,2620428000,115.133,0.131021,full-rx262144-d65536-c4-P1-r3
f49304e74f3b322007e9e038dc090ec019016d25,2026-08-27T16:56:41+08:00,full,262144,65536,4,16,1,1,5,8625.47,4.5222,7.422,6.791,12.687,15.159,0,none,,ok,15660,4095.95,15662,6244153000,398.682,0.312208,full-rx262144-d65536-c4-P16-r1
f49304e74f3b322007e9e038dc090ec019016d25,2026-08-27T16:56:48+08:00,full,262144,65536,4,16,1,2,5,8482.21,4.4471,7.537,7.039,13.031,15.559,0,none,,ok,14584,4095.06,14587,6242677000,427.962,0.312134,full-rx262144-d65536-c4-P16-r2
f49304e74f3b322007e9e038dc090ec019016d25,2026-08-27T16:56:55+08:00,full,262144,65536,4,16,1,3,5,8523.10,4.4686,7.503,6.647,13.055,15.831,0,none,,ok,15392,4094.94,15393,6272546000,407.493,0.313627,full-rx262144-d65536-c4-P16-r3
f49304e74f3b322007e9e038dc090ec019016d25,2026-08-27T16:57:02+08:00,full,262144,262144,1,1,1,1,5,2053.99,4.3075,0.481,0.399,0.943,1.239,0,none,,ok,13832,4095.78,13833,3451879000,249.539,0.690376,full-rx262144-d262144-c1-P1-r1
f49304e74f3b322007e9e038dc090ec019016d25,2026-08-27T16:57:09+08:00,full,262144,262144,1,1,1,2,5,2087.80,4.3784,0.474,0.399,0.943,1.255,0,none,,ok,14911,4095.74,14913,3328680000,223.207,0.665736,full-rx262144-d262144-c1-P1-r2
f49304e74f3b322007e9e038dc090ec019016d25,2026-08-27T16:57:17+08:00,full,262144,262144,1,1,1,3,5,1936.21,4.0605,0.510,0.439,0.975,1.223,0,none,,ok,13946,4095.77,13948,3430267000,245.933,0.686053,full-rx262144-d262144-c1-P1-r3
f49304e74f3b322007e9e038dc090ec019016d25,2026-08-27T16:57:24+08:00,full,262144,262144,1,16,1,1,5,1842.83,3.8647,8.445,7.583,15.815,18.719,0,none,,ok,13858,4095.78,13859,6049009000,436.468,1.2098,full-rx262144-d262144-c1-P16-r1
f49304e74f3b322007e9e038dc090ec019016d25,2026-08-27T16:57:31+08:00,full,262144,262144,1,16,1,2,5,2229.59,4.6758,6.980,6.439,11.039,13.439,0,none,,ok,15907,4095.96,15908,6080012000,382.198,1.216,full-rx262144-d262144-c1-P16-r2
f49304e74f3b322007e9e038dc090ec019016d25,2026-08-27T16:57:38+08:00,full,262144,262144,1,16,1,3,5,1982.41,4.1574,7.849,7.151,13.319,17.279,0,none,,ok,14130,4095.77,14131,6056808000,428.618,1.21136,full-rx262144-d262144-c1-P16-r3
f49304e74f3b322007e9e038dc090ec019016d25,2026-08-27T16:57:45+08:00,full,262144,262144,4,1,1,1,5,3323.80,6.9705,1.198,1.095,2.031,2.671,0,none,,ok,21101,4095.96,21104,5816700000,275.621,0.290835,full-rx262144-d262144-c4-P1-r1
f49304e74f3b322007e9e038dc090ec019016d25,2026-08-27T16:57:53+08:00,full,262144,262144,4,1,1,2,5,3560.69,7.4673,1.119,1.023,1.871,2.759,0,none,,ok,22546,4095.91,22548,5897158000,261.538,0.294858,full-rx262144-d262144-c4-P1-r2
f49304e74f3b322007e9e038dc090ec019016d25,2026-08-27T16:58:00+08:00,full,262144,262144,4,1,1,3,5,3597.00,7.5435,1.108,1.007,1.895,2.975,0,none,,ok,22505,4095.92,22509,5899273000,262.085,0.294964,full-rx262144-d262144-c4-P1-r3
f49304e74f3b322007e9e038dc090ec019016d25,2026-08-27T16:58:07+08:00,full,262144,262144,4,16,1,1,5,2008.40,4.2119,31.881,30.431,47.007,57.663,0,none,,ok,15344,4095.19,15345,6261729000,408.063,0.313086,full-rx262144-d262144-c4-P16-r1
f49304e74f3b322007e9e038dc090ec019016d25,2026-08-27T16:58:15+08:00,full,262144,262144,4,16,1,2,5,2033.57,4.2647,31.451,30.463,44.799,51.391,0,none,,ok,14368,4095.19,14369,6309454000,439.102,0.315473,full-rx262144-d262144-c4-P16-r2
f49304e74f3b322007e9e038dc090ec019016d25,2026-08-27T16:58:22+08:00,full,262144,262144,4,16,1,3,5,2070.70,4.3426,30.936,29.295,47.071,57.183,0,none,,ok,14688,4095.19,14689,6314724000,429.895,0.315736,full-rx262144-d262144-c4-P16-r3
f49304e74f3b322007e9e038dc090ec019016d25,2026-08-27T16:58:29+08:00,full,262144,1048576,1,1,1,1,5,559.09,4.6900,1.783,1.599,3.087,3.959,0,none,,ok,15564,4095.79,15565,5685864000,365.298,1.13717,full-rx262144-d1048576-c1-P1-r1
f49304e74f3b322007e9e038dc090ec019016d25,2026-08-27T16:58:36+08:00,full,262144,1048576,1,1,1,2,5,662.93,5.5611,1.503,1.311,2.551,3.543,0,none,,ok,18196,4095.79,18197,5634945000,309.663,1.12699,full-rx262144-d1048576-c1-P1-r2
f49304e74f3b322007e9e038dc090ec019016d25,2026-08-27T16:58:44+08:00,full,262144,1048576,1,1,1,3,5,584.77,4.9054,1.704,1.479,3.119,4.071,0,none,,ok,16628,4095.79,16629,5672645000,341.13,1.13453,full-rx262144-d1048576-c1-P1-r3
f49304e74f3b322007e9e038dc090ec019016d25,2026-08-27T16:58:51+08:00,full,262144,1048576,1,16,1,1,5,594.25,4.9849,26.892,24.095,46.527,64.703,0,none,,ok,16768,4095.79,16769,5991607000,357.303,1.19832,full-rx262144-d1048576-c1-P16-r1
f49304e74f3b322007e9e038dc090ec019016d25,2026-08-27T16:58:58+08:00,full,262144,1048576,1,16,1,2,5,570.97,4.7896,28.116,24.879,44.927,61.023,0,none,,ok,16064,4095.79,16065,6036198000,375.736,1.20724,full-rx262144-d1048576-c1-P16-r2
f49304e74f3b322007e9e038dc090ec019016d25,2026-08-27T16:59:06+08:00,full,262144,1048576,1,16,1,3,5,555.91,4.6633,28.790,25.695,49.375,56.191,0,none,,ok,16064,4095.79,16065,5973294000,371.82,1.19466,full-rx262144-d1048576-c1-P16-r3
f49304e74f3b322007e9e038dc090ec019016d25,2026-08-27T16:59:13+08:00,full,262144,1048576,4,1,1,1,5,557.89,4.6799,7.167,6.463,12.063,14.583,0,none,,ok,15704,4095.79,15705,6306088000,401.534,0.315304,full-rx262144-d1048576-c4-P1-r1
f49304e74f3b322007e9e038dc090ec019016d25,2026-08-27T16:59:20+08:00,full,262144,1048576,4,1,1,2,5,607.88,5.0993,6.576,6.031,10.143,12.711,0,none,,ok,16364,4095.79,16366,6297414000,384.786,0.314871,full-rx262144-d1048576-c4-P1-r2
f49304e74f3b322007e9e038dc090ec019016d25,2026-08-27T16:59:27+08:00,full,262144,1048576,4,1,1,3,5,503.40,4.2228,7.942,7.327,13.167,16.039,0,none,,ok,14736,4095.79,14738,6270194000,425.444,0.31351,full-rx262144-d1048576-c4-P1-r3
f49304e74f3b322007e9e038dc090ec019016d25,2026-08-27T16:59:35+08:00,full,262144,1048576,4,16,1,1,5,486.01,4.0769,133.722,132.223,170.495,196.991,0,none,,ok,13952,4095.79,13953,6103547000,437.436,0.305177,full-rx262144-d1048576-c4-P16-r1
f49304e74f3b322007e9e038dc090ec019016d25,2026-08-27T16:59:43+08:00,full,262144,1048576,4,16,1,2,5,523.02,4.3874,124.070,122.303,168.319,183.295,0,none,,ok,14784,4095.79,14785,6047735000,409.045,0.302387,full-rx262144-d1048576-c4-P16-r2
f49304e74f3b322007e9e038dc090ec019016d25,2026-08-27T16:59:50+08:00,full,262144,1048576,4,16,1,3,5,497.31,4.1717,131.625,129.343,177.535,191.359,0,none,,ok,14144,4095.79,14145,6190193000,437.624,0.30951,full-rx262144-d1048576-c4-P16-r3
f49304e74f3b322007e9e038dc090ec019016d25,2026-08-27T16:59:58+08:00,full,262144,4194304,1,1,1,1,5,136.09,4.5664,7.353,6.495,12.767,15.599,0,none,,ok,14864,4095.95,14865,6189956000,416.411,1.23799,full-rx262144-d4194304-c1-P1-r1
f49304e74f3b322007e9e038dc090ec019016d25,2026-08-27T17:00:05+08:00,full,262144,4194304,1,1,1,2,5,120.38,4.0393,8.313,7.823,13.655,15.583,0,none,,ok,13648,4095.95,13649,6166575000,451.797,1.23331,full-rx262144-d4194304-c1-P1-r2
f49304e74f3b322007e9e038dc090ec019016d25,2026-08-27T17:00:12+08:00,full,262144,4194304,1,1,1,3,5,120.13,4.0309,8.321,7.951,13.655,15.519,0,none,,ok,13744,4095.95,13745,6148778000,447.347,1.22976,full-rx262144-d4194304-c1-P1-r3
f49304e74f3b322007e9e038dc090ec019016d25,2026-08-27T17:00:20+08:00,full,262144,4194304,1,16,1,1,5,110.65,3.7128,149.031,145.535,193.919,232.319,0,none,,ok,12544,4095.95,12545,5875561000,468.359,1.17511,full-rx262144-d4194304-c1-P16-r1
f49304e74f3b322007e9e038dc090ec019016d25,2026-08-27T17:00:28+08:00,full,262144,4194304,1,16,1,2,5,109.38,3.6702,144.549,136.703,217.087,218.879,0,none,,ok,13312,4095.95,13313,6232869000,468.179,1.24657,full-rx262144-d4194304-c1-P16-r2
f49304e74f3b322007e9e038dc090ec019016d25,2026-08-27T17:00:36+08:00,full,262144,4194304,1,16,1,3,5,104.85,3.5182,155.271,157.823,222.335,227.455,0,none,,ok,12032,4095.95,12033,5809559000,482.802,1.16191,full-rx262144-d4194304-c1-P16-r3
f49304e74f3b322007e9e038dc090ec019016d25,2026-08-27T17:00:43+08:00,full,262144,4194304,4,1,1,1,5,125.95,4.2262,31.936,29.183,53.695,63.807,0,none,,ok,14400,4095.95,14401,6340061000,440.251,0.317003,full-rx262144-d4194304-c4-P1-r1
f49304e74f3b322007e9e038dc090ec019016d25,2026-08-27T17:00:50+08:00,full,262144,4194304,4,1,1,2,5,127.10,4.2648,31.599,29.743,47.967,58.463,0,none,,ok,14432,4095.95,14433,6326267000,438.32,0.316313,full-rx262144-d4194304-c4-P1-r2
f49304e74f3b322007e9e038dc090ec019016d25,2026-08-27T17:00:58+08:00,full,262144,4194304,4,1,1,3,5,124.78,4.1869,32.096,29.247,53.279,62.303,0,none,,ok,14672,4095.95,14673,6351608000,432.877,0.31758,full-rx262144-d4194304-c4-P1-r3
f49304e74f3b322007e9e038dc090ec019016d25,2026-08-27T17:01:06+08:00,full,262144,4194304,4,16,1,1,5,124.76,4.1863,541.612,530.943,638.975,653.823,0,none,,ok,14848,4095.95,14849,6126184000,412.565,0.306309,full-rx262144-d4194304-c4-P16-r1
f49304e74f3b322007e9e038dc090ec019016d25,2026-08-27T17:01:14+08:00,full,262144,4194304,4,16,1,2,5,138.36,4.6426,497.061,504.063,582.143,606.207,0,none,,ok,15616,4095.95,15617,5845966000,374.333,0.292298,full-rx262144-d4194304-c4-P16-r2
f49304e74f3b322007e9e038dc090ec019016d25,2026-08-27T17:01:22+08:00,full,262144,4194304,4,16,1,3,5,114.08,3.8279,607.271,620.031,693.759,712.191,0,none,,ok,12544,4095.95,12545,5724326000,456.303,0.286216,full-rx262144-d4194304-c4-P16-r3
f49304e74f3b322007e9e038dc090ec019016d25,2026-08-27T17:01:30+08:00,full,1048576,65536,1,1,1,1,5,6889.80,3.6122,0.141,0.119,0.295,0.479,0,none,,ok,2969,1023.85,2971,246394000,82.933,0.0492788,full-rx1048576-d65536-c1-P1-r1
f49304e74f3b322007e9e038dc090ec019016d25,2026-08-27T17:01:37+08:00,full,1048576,65536,1,1,1,2,5,7125.77,3.7360,0.136,0.111,0.287,0.439,0,none,,ok,3050,1023.96,3052,242186000,79.3532,0.0484372,full-rx1048576-d65536-c1-P1-r2
f49304e74f3b322007e9e038dc090ec019016d25,2026-08-27T17:01:44+08:00,full,1048576,65536,1,1,1,3,5,6630.80,3.4764,0.146,0.119,0.311,0.463,0,none,,ok,2986,1023.68,2988,247935000,82.9769,0.049587,full-rx1048576-d65536-c1-P1-r3
